"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1670084586716426241","Sun Jun 18 16:12:40 +0000 2023","3","@manivrse Lmaoo no because not her dipping out before he even caught his breath https://t.co/lMSOYQ02fs","1670464554789208065","https://pbs.twimg.com/tweet_video_thumb/Fy6uqBrXwAEEEBX.jpg","manivrse","en","","0","0","0","https://x.com/undefined/status/1670464554789208065","1026452258395971584",
"1670084586716426241","Sun Jun 18 14:11:56 +0000 2023","3","@manivrse she said all this is really cool . but i m still going‍️","1670434172752519168","","manivrse","en","","0","0","0","https://x.com/undefined/status/1670434172752519168","1490514958223912960",
"1670084586716426241","Sat Jun 17 23:36:53 +0000 2023","3","@manivrse People were really complaining about this scene like girl she was clearly keeping his distracted my girl is smart","1670213958953730052","","manivrse","en","","0","0","0","https://x.com/undefined/status/1670213958953730052","1176668834658430983",
"1670084586716426241","Sun Jun 18 16:25:58 +0000 2023","3","@manivrse The way this thread has me in a chokehold y all funny asf","1670467904414818304","","manivrse","en","","0","0","0","https://x.com/undefined/status/1670467904414818304","747662160273215488",
"1670084586716426241","Sun Jun 18 07:13:31 +0000 2023","1","@manivrse Sebastián said Under the sea and she said she sees herself under Prince Eric ","1670328876281495558","","manivrse","en","","0","0","1","https://x.com/undefined/status/1670328876281495558","853283882308972544",
"1670084586716426241","Sun Jun 18 05:05:29 +0000 2023","3","@manivrse I ain't got no time with this crab time to get that white boy! ","1670296653222514688","","manivrse","en","","0","0","0","https://x.com/undefined/status/1670296653222514688","1375852947175731200",
"1670084586716426241","Sun Jun 18 00:10:18 +0000 2023","2","@manivrse Lmaooo planning her escape","1670222369841881090","","manivrse","en","","0","0","0","https://x.com/undefined/status/1670222369841881090","288049191",
"1670084586716426241","Sun Jun 18 15:28:32 +0000 2023","2","@manivrse she really said mhm mhm ","1670453451023605761","","manivrse","en","","0","0","0","https://x.com/undefined/status/1670453451023605761","1407759188072271877",
"1670084586716426241","Mon Jun 19 00:54:18 +0000 2023","0","@manivrse What we should have gotten. https://t.co/L8ydfwElbv","1670595829353132034","https://pbs.twimg.com/media/Fy8l_UVWAAI9b3E.png","manivrse","en","","0","0","1","https://x.com/undefined/status/1670595829353132034","565089440",
"1670084586716426241","Sun Jun 18 00:26:28 +0000 2023","2","@manivrse she left IMMEDIATELY","1670226438388064261","","manivrse","en","","0","0","0","https://x.com/undefined/status/1670226438388064261","3251392429",
"1670084586716426241","Sat Jun 17 22:51:31 +0000 2023","2","@manivrse was NOT listening at all","1670202543681708032","","manivrse","en","","0","0","0","https://x.com/undefined/status/1670202543681708032","1478760886319955972",
"1670084586716426241","Sun Jun 18 02:19:42 +0000 2023","2","@manivrse left damn near at the end of the song ","1670254934225305601","","manivrse","en","","0","0","0","https://x.com/undefined/status/1670254934225305601","1577902080391528448",
"1670084586716426241","Sat Jun 17 22:05:44 +0000 2023","2","@manivrse no literally ","1670191020443680768","","manivrse","en","","0","0","0","https://x.com/undefined/status/1670191020443680768","2864736197",
"1670084586716426241","Sun Jun 18 09:38:36 +0000 2023","0","@manivrse put on a whole performance for her n this how she acts","1670365386347368449","","manivrse","en","","0","0","1","https://x.com/undefined/status/1670365386347368449","896489791583387648",
"1670084586716426241","Sun Jun 18 02:55:41 +0000 2023","2","@manivrse promote candy paint sus https://t.co/y0i9e0ZB41","1670263987949256706","https://pbs.twimg.com/media/Fy34PnMXsAM985r.jpg","manivrse","en","","0","0","0","https://x.com/undefined/status/1670263987949256706","1435619989101371392",
"1670084586716426241","Mon Jun 19 09:42:34 +0000 2023","1","@manivrse Do you realize the scene is all green screen? There's nothing there.","1670728771182424064","","manivrse","en","","0","1","0","https://x.com/undefined/status/1670728771182424064","1669275450710044672",
"1670084586716426241","Sat Jun 17 23:57:14 +0000 2023","1","@manivrse The way I js watched it and she really dgaf at all","1670219078630244357","","manivrse","en","","0","0","0","https://x.com/undefined/status/1670219078630244357","1604667768791506945",
"1670084586716426241","Sun Jun 18 17:34:01 +0000 2023","1","@manivrse the fact that she liked it is crazy ","1670485027597975552","","manivrse","en","","0","0","0","https://x.com/undefined/status/1670485027597975552","875782747477946369",
"1670084586716426241","Sat Jun 17 22:51:40 +0000 2023","1","@manivrse @Imboredlmao1 ","1670202578515230721","","manivrse","qme","","0","0","0","https://x.com/undefined/status/1670202578515230721","2644641604",
"1670084586716426241","Sun Jun 18 18:07:57 +0000 2023","1","@manivrse she so cute","1670493569621139458","","manivrse","en","","0","0","0","https://x.com/undefined/status/1670493569621139458","969781565063680001",
"1670084586716426241","Sun Jun 18 02:31:30 +0000 2023","1","@manivrse she s just like let me act happy for his little song","1670257903301795840","","manivrse","en","","0","0","0","https://x.com/undefined/status/1670257903301795840","1598806046377746435",
"1670084586716426241","Thu Jun 22 21:29:54 +0000 2023","1","@manivrse @HalleBailey Good evening sweetie Halle how are you doing today with life living babe you are very well being lovely hope soooo and l saw you have goodly many fun with but you didn t care at all babe but it movie films lovely you supposed the greatest beauty fun time bae be well️","1671993940382187520","","manivrse","en","","0","0","0","https://x.com/undefined/status/1671993940382187520","4082742142",
"1670084586716426241","Mon Jun 19 09:24:59 +0000 2023","1","@manivrse Yeah you keep singing while I plan an escape route like she s so shady https://t.co/UPFGgFBzQ5","1670724346669826048","https://pbs.twimg.com/ext_tw_video_thumb/1670724258191003649/pu/img/r23-D_ZmIbykB__n.jpg","manivrse","en","","0","0","0","https://x.com/undefined/status/1670724346669826048","1089193040365768704",
"1670084586716426241","Sat Jun 17 23:33:36 +0000 2023","1","@manivrse Like wtf is you laughing about ?!","1670213133518995457","","manivrse","en","","0","0","0","https://x.com/undefined/status/1670213133518995457","1437551995074883588",
"1670084586716426241","Sun Jun 18 01:27:25 +0000 2023","1","@manivrse Put on a fake ass smile knowing she ain t give a damn ","1670241773615222784","","manivrse","en","","0","0","0","https://x.com/undefined/status/1670241773615222784","1432110919623004163",
"1670084586716426241","Sun Jun 18 07:22:36 +0000 2023","1","@manivrse She said I ll stay under the sea but just for play play not for real ","1670331160520687617","","manivrse","en","","0","0","0","https://x.com/undefined/status/1670331160520687617","757628690977009665",
"1670084586716426241","Sun Jun 18 00:14:23 +0000 2023","1","@manivrse i was giggling so bad at the cinemas bcs her ass was singing along just to distract sebastian ","1670223395869401089","","manivrse","en","","0","0","0","https://x.com/undefined/status/1670223395869401089","1592494169712627712",
"1670084586716426241","Sat Jun 17 22:58:33 +0000 2023","1","@manivrse ","1670204310565580800","","manivrse","qme","","0","0","0","https://x.com/undefined/status/1670204310565580800","923365115268927488",
"1670084586716426241","Tue Jun 20 20:33:58 +0000 2023","0","@manivrse @HalleBailey LMFAOOAOAOAA","1671255087833051137","","manivrse","et","","0","0","0","https://x.com/undefined/status/1671255087833051137","1450542054921146373",
"1670084586716426241","Sun Jun 18 19:22:37 +0000 2023","0","@manivrse She left before the song was even over she was so geeked ‍️‍️","1670512357317963776","","manivrse","en","","0","0","0","https://x.com/undefined/status/1670512357317963776","1668218804353093632",
"1670084586716426241","Tue Jun 20 17:58:06 +0000 2023","0","@manivrse @HalleBailey Sang her lil note and was like anyways chile ","1671215865562267653","","manivrse","en","","0","0","0","https://x.com/undefined/status/1671215865562267653","1642447169243299840",
"1670084586716426241","Wed Jun 21 10:30:37 +0000 2023","0","@manivrse @HalleBailey she gave not one single fuck","1671465638077022208","","manivrse","en","","0","0","0","https://x.com/undefined/status/1671465638077022208","1612281966598160384",
"1670084586716426241","Tue Jun 20 22:43:13 +0000 2023","0","@manivrse @HalleBailey if i was sebastian i would ve been SICK","1671287616266797057","","manivrse","en","","0","0","0","https://x.com/undefined/status/1671287616266797057","1614539782645858305",
"1670084586716426241","Wed Jun 21 20:05:47 +0000 2023","0","@manivrse ","1671610387245191169","","manivrse","qme","","0","0","0","https://x.com/undefined/status/1671610387245191169","102190326",
"1670084586716426241","Sun Jun 18 06:15:07 +0000 2023","0","@manivrse She was practicing active listening","1670314176978333696","","manivrse","en","","0","0","0","https://x.com/undefined/status/1670314176978333696","1530289284854566913",
"1670084586716426241","Wed Jun 21 21:49:29 +0000 2023","0","@manivrse @HalleBailey We just seen the movie yesterday in Alton IL. It was a well made movie.The acting &amp; special effects ","1671636482451226624","","manivrse","en","","0","0","0","https://x.com/undefined/status/1671636482451226624","1338543324383375361",
"1670084586716426241","Sun Jun 18 17:41:05 +0000 2023","0","@manivrse at all ","1670486807203532800","","manivrse","en","","0","0","0","https://x.com/undefined/status/1670486807203532800","1450291000635707392",
"1670084586716426241","Sun Jun 18 15:21:01 +0000 2023","0","@manivrse Lmfaooo!!!","1670451555856785415","","manivrse","en","","0","0","0","https://x.com/undefined/status/1670451555856785415","76521581",
"1670084586716426241","Sun Jun 18 08:10:40 +0000 2023","0","@manivrse What You Mean?","1670343255043584004","","manivrse","en","","0","0","0","https://x.com/undefined/status/1670343255043584004","1569487269396107264",
"1670084586716426241","Tue Jun 27 00:34:02 +0000 2023","0","@manivrse @HalleBailey Ow that s the red I wanted","1673489830641291264","","manivrse","en","","0","0","0","https://x.com/undefined/status/1673489830641291264","1592395129314123776",
